GEOID,year,month,year-month,sale_amt,home_size,yr_blt,price_sf,Sub_geo
13063040203,2020,6,2020-6,145000.0,1864.0,2007.0,77.78969957081546,NW Clayton
13063040203,2020,12,2020-12,151000.0,1864.0,2007.0,81.00858369098712,NW Clayton
13063040203,2020,11,2020-11,190000.0,2367.0,2008.0,80.27038445289396,NW Clayton
13063040203,2021,12,2021-12,263900.0,2560.0,2008.0,103.0859375,NW Clayton
13063040203,2023,9,2023-9,240000.0,1970.0,2008.0,121.8274111675127,NW Clayton
13063040203,2021,7,2021-7,256000.0,2367.0,2008.0,108.15378115758344,NW Clayton
13063040203,2023,11,2023-11,155000.0,1666.0,1969.0,93.03721488595438,NW Clayton
13063040203,2022,12,2022-12,222000.0,1464.0,2007.0,151.63934426229508,NW Clayton
13063040203,2021,7,2021-7,217000.0,2328.0,2007.0,93.213058419244,NW Clayton
13063040203,2021,5,2021-5,192500.0,2248.0,2008.0,85.63167259786476,NW Clayton
13063040203,2022,2,2022-2,302500.0,1950.0,2007.0,155.12820512820514,NW Clayton
13063040203,2020,9,2020-9,166500.0,1684.0,2008.0,98.87173396674584,NW Clayton
13063040203,2020,12,2020-12,205000.0,2154.0,2008.0,95.17177344475397,NW Clayton
13063040203,2022,3,2022-3,308700.0,2134.0,2008.0,165.46391752577318,NW Clayton
13063040203,2022,3,2022-3,240000.0,1995.0,2016.0,120.30075187969923,NW Clayton
13063040203,2020,3,2020-3,181000.0,2113.0,2016.0,85.66019876952201,NW Clayton
13063040203,2021,10,2021-10,289999.0,2238.0,2008.0,129.57953529937444,NW Clayton
13063040203,2020,10,2020-10,183500.0,1786.0,2016.0,102.74356103023516,NW Clayton
13063040203,2020,9,2020-9,185000.0,2099.0,2016.0,88.13720819437827,NW Clayton
13063040203,2020,12,2020-12,197000.0,2057.0,2016.0,95.770539620807,NW Clayton
13063040203,2021,8,2021-8,257502.0,2084.0,2016.0,133.34932821497122,NW Clayton
13063040203,2022,4,2022-4,330000.0,2580.0,2007.0,97.5968992248062,NW Clayton
13063040203,2020,12,2020-12,204000.0,2099.0,2016.0,97.18913768461172,NW Clayton
13063040203,2020,10,2020-10,191000.0,2113.0,2016.0,115.9488878371983,NW Clayton
13063040203,2020,12,2020-12,188600.0,1786.0,2016.0,142.32922732362823,NW Clayton
13063040203,2023,2,2023-2,304900.0,1900.0,2014.0,160.97368421052633,NW Clayton
13063040203,2022,7,2022-7,215000.0,1500.0,2003.0,143.33333333333334,NW Clayton
13063040203,2020,8,2020-8,104200.0,1500.0,2003.0,69.46666666666667,NW Clayton
13063040203,2020,12,2020-12,203000.0,2084.0,2016.0,97.4088291746641,NW Clayton
13063040203,2020,8,2020-8,190900.0,2084.0,2016.0,91.60268714011517,NW Clayton
13063040203,2020,8,2020-8,124000.0,1452.0,2008.0,85.39944903581267,NW Clayton
13063040203,2022,6,2022-6,215000.0,1444.0,2008.0,148.89196675900277,NW Clayton
13063040203,2020,3,2020-3,104500.0,1367.0,1962.0,76.44476956839794,NW Clayton
13063040203,2020,1,2020-1,66000.0,2392.0,1963.0,27.59197324414716,NW Clayton
13063040203,2021,10,2021-10,162500.0,1817.0,1967.0,89.43313153549808,NW Clayton
13063040203,2022,8,2022-8,195000.0,1878.0,1969.0,103.83386581469648,NW Clayton
13063040203,2020,9,2020-9,102500.0,1801.0,1962.0,56.91282620766241,NW Clayton
13063040203,2021,1,2021-1,199900.0,1396.0,1962.0,143.1948424068768,NW Clayton
13063040203,2021,5,2021-5,175000.0,1700.0,1962.0,102.94117647058825,NW Clayton
13063040203,2020,2,2020-2,88430.0,1875.0,1963.0,47.16266666666667,NW Clayton
13063040203,2021,7,2021-7,140000.0,1619.0,1981.0,86.47313156269303,NW Clayton
13063040203,2021,5,2021-5,209000.0,1647.0,1963.0,126.89738919247117,NW Clayton
13063040203,2021,11,2021-11,47200.0,1367.0,1963.0,34.52816386247257,NW Clayton
13063040203,2021,12,2021-12,204700.0,1852.0,1969.0,134.98920086393088,NW Clayton
13063040203,2022,4,2022-4,165000.0,1900.0,1967.0,145.21052631578948,NW Clayton
13063040203,2022,2,2022-2,147500.0,1411.0,1962.0,192.0623671155209,NW Clayton
13063040203,2023,11,2023-11,308000.0,2084.0,2016.0,147.79270633397311,NW Clayton
13063040203,2023,11,2023-11,241840.0,1749.0,2005.0,138.273299028016,NW Clayton
13063040203,2023,5,2023-5,200000.0,1524.0,2008.0,131.23359580052494,NW Clayton
13063040203,2020,8,2020-8,197000.0,2084.0,2016.0,94.52975047984646,NW Clayton
13063040203,2022,10,2022-10,182000.0,1636.0,1962.0,111.24694376528116,NW Clayton
13063040203,2021,5,2021-5,223000.0,1768.0,2021.0,126.13122171945702,NW Clayton
13063040203,2024,2,2024-2,307000.0,2084.0,2016.0,147.31285988483685,NW Clayton
13063040203,2024,2,2024-2,245000.0,1768.0,2005.0,166.289592760181,NW Clayton
13063040203,2022,3,2022-3,251000.0,1167.0,1968.0,215.08140531276777,NW Clayton
13063040203,2020,6,2020-6,65000.0,1642.0,1971.0,39.58587088915956,NW Clayton
13063040203,2021,5,2021-5,85000.0,1811.0,1971.0,85.58807288790723,NW Clayton
13063040203,2020,4,2020-4,150000.0,1567.0,1968.0,95.72431397574984,NW Clayton
13063040203,2021,4,2021-4,72500.0,1176.0,1968.0,61.64965986394558,NW Clayton
13063040203,2023,12,2023-12,263000.0,1749.0,2005.0,150.37164093767868,NW Clayton
13063040203,2023,12,2023-12,210000.0,1912.0,2007.0,109.8326359832636,NW Clayton
13063040203,2022,12,2022-12,350000.0,3184.0,1988.0,109.92462311557787,NW Clayton
13063040203,2024,1,2024-1,250000.0,2244.0,1971.0,111.40819964349376,NW Clayton
13063040203,2024,3,2024-3,170000.0,1893.0,1971.0,89.80454305335446,NW Clayton
13063040203,2023,7,2023-7,341000.0,2088.0,1987.0,163.31417624521072,NW Clayton
13063040203,2023,10,2023-10,200000.0,2222.0,1971.0,90.00900090009002,NW Clayton
13063040203,2024,2,2024-2,262500.0,2156.0,1991.0,121.75324675324676,NW Clayton
13063040203,2022,9,2022-9,67000.0,1320.0,2003.0,246.2121212121212,NW Clayton
13063040203,2024,2,2024-2,177000.0,1100.0,1962.0,160.9090909090909,NW Clayton
13063040203,2024,2,2024-2,165000.0,1515.0,1963.0,108.91089108910892,NW Clayton
13063040203,2020,4,2020-4,123500.0,1368.0,1963.0,146.19883040935673,NW Clayton
13063040203,2024,2,2024-2,202000.0,1902.0,2007.0,106.20399579390116,NW Clayton
13063040203,2024,3,2024-3,315000.0,2084.0,2016.0,151.15163147792703,NW Clayton
13063040203,2020,10,2020-10,19625.0,1925.0,1972.0,30.649350649350648,NW Clayton
13063040203,2023,12,2023-12,154000.0,1204.0,1962.0,127.90697674418604,NW Clayton
13063040203,2021,4,2021-4,180000.0,2050.0,1969.0,87.8048780487805,NW Clayton
13063040203,2023,9,2023-9,175000.0,1070.0,1962.0,238.3177570093458,NW Clayton
13063040203,2023,10,2023-10,290000.0,2580.0,2007.0,112.4031007751938,NW Clayton
13063040203,2023,4,2023-4,214300.0,1384.0,2007.0,154.84104046242774,NW Clayton
13063040203,2024,2,2024-2,258100.0,2099.0,2016.0,122.96331586469748,NW Clayton
13063040203,2022,2,2022-2,140000.0,1444.0,2007.0,157.56578947368422,NW Clayton
13063040203,2022,4,2022-4,180000.0,1303.0,1963.0,138.14274750575595,NW Clayton
13063040203,2022,3,2022-3,209900.0,1466.0,2007.0,143.1787175989086,NW Clayton
13063040203,2024,3,2024-3,280000.0,1976.0,1969.0,141.7004048582996,NW Clayton
13063040203,2022,1,2022-1,310400.0,2580.0,2007.0,120.31007751937985,NW Clayton
13063040203,2024,3,2024-3,225000.0,2088.0,1987.0,107.75862068965516,NW Clayton
13063040203,2022,5,2022-5,307600.0,2084.0,2016.0,167.94625719769672,NW Clayton
13063040203,2021,5,2021-5,139000.0,2580.0,2007.0,111.47286821705428,NW Clayton
13063040203,2021,8,2021-8,287000.0,2580.0,2007.0,111.24031007751938,NW Clayton
13063040203,2022,4,2022-4,160000.0,1150.0,1968.0,243.91304347826087,NW Clayton
13063040203,2020,12,2020-12,190000.0,2100.0,1989.0,90.47619047619048,NW Clayton
13063040203,2020,10,2020-10,203000.0,2113.0,2016.0,96.07193563653573,NW Clayton
